ID,StateID,Callsign,Use,Status,SquelchTone,DigitalTone,VOIP,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,Digital.P25,Digital.DStar,Digital.YSF,Digital.DMR.ColorCode,Digital.DMR.ID,Digital,SquelchTone.Input,SquelchTone.Output,VOIP.AllStar,VOIP.Wires,VOIP.EchoLink.NodeID,VOIP.IRLP.NodeID,VOIP.EchoLink,VOIP.IRLP,VOIP.AllStar.NodeID,Digital.DMR,VOIP.Wires.ID,Digital.YSF.GroupID.Input,Digital.YSF.GroupID.Output,Digital.DStar.Node,Digital.P25.NAC,DigitalTone.Input,DigitalTone.Output
33,8,WB0WDF,Open,On-Air,,,,38.5386,-105.349,Fremont,CO,"Canon City, eightmile Mountain",444,449,,,,,,,67,67,,,,,,,,,,,,,,,
12698,8,N0SZ,Open,On-Air,,,,39.0469,-105.87,Park,CO,"Fairplay, Badger",441.7625,446.7625,,,,0,,,,,,,,,,,,,,,,,,,
7185,8,K0JSC,Open,On-Air,,,,38.43009949,-105.23200226,Fremont,CO,"Canon City, Colorado",442.975,447.975,,,,,,,100,100,,,363976,7301,,,28368,,,,,,,,
278,8,KB0TUC,Open,On-Air,,,,38.45389938,-105.28600311,Fremont,CO,"Canon City, Fremont Peak",902.7,927.7,,,,,,,,,,,,,,,,,,,,,,114,
7184,8,K0JSC,Open,On-Air,,,,38.4542,-105.29,Fremont,CO,"Canon City, Fremont Peak",441.7375,446.7375,,,,7,,,,,,,,,,,,,,,,,,,
8879,8,K0JSC,Open,On-Air,,,,38.4542,-105.29,Fremont,CO,"Canon City, Fremont Peak",442.25,447.25,,,,,,,100,100,,,363976,7301,,,28368,,,,,,,,
29,8,WB0WDF,Open,On-Air,,,,38.4542,-105.29,Fremont,CO,"Canon City, Fremont Peak",51.33,53.03,,,,,,,88.5,88.5,,,,,,,,,,,,,,,
30,8,WD0EKR,Open,On-Air,,,,38.4542,-105.29,Fremont,CO,"Canon City, Fremont Peak",144.89,145.49,,,,,,,103.5,103.5,,,,,,,,,,,,,,,
31,8,WD0EKR,Open,On-Air,,,,38.4542,-105.29,Fremont,CO,"Canon City, Fremont Peak",222.36,223.96,,,,,,,103.5,103.5,,,,,,,,,,,,,,,
32,8,WD0EKR,Open,On-Air,,,,38.4542,-105.29,Fremont,CO,"Canon City, Fremont Peak",442.75,447.75,,,,,,,103.5,103.5,,,,3081,,,,,,,,,,,
5369,8,K0JSC,Open,On-Air,,,,38.0340004,-104.48899841,Pueblo,CO,"Pueblo, Cedarwood",444.975,449.975,,,,,,,100,100,,,363976,7301,,,28368,,,,,,,,
5336,8,AA0BF,Open,On-Air,,,,39.21,-106.087,Park,CO,"Fairplay, Sacramento Mountain",442.125,447.125,,,,,,,103.5,103.5,,,,,,,45840,,,,,,,,
3940,20,WA0OQA,Open,On-Air,,,,38.4846,-100.979,Scott,KS,Scott City,146.1,146.7,,,,,,,141.3,141.3,,,,,,,48589,,,Open ↑,Open ↓,,,,
166,8,KB0VJJ,Open,On-Air,,,,40.0589,-106.388,Grand,CO,"Kremmling, Santoy Peak",147.675,147.075,,,,,,,88.5,123,,,,,,,,,,,,,,,
6463,20,W0MI,Open,Off-Air,,,,38.48089981,-100.9240036,Scott,KS,"Scott City, K-Link",449.95,444.95,,,,,,,100,100,,,,,,,,,,,,,,,
172,8,KB0VJJ,Open,On-Air,,,,39.28139877,-106.18599701,Lake,CO,"Leadville, Mosquito Pass",144.845,145.445,,,,,,,88.5,,,,,,,,,,,,,,,,
16783,8,N0SZ,Open,On-Air,,,,39.2653,-106.182,Lake,CO,"Leadville, Mosquito Pass",440.05,445.05,,,,7,310852,,,,,,,,,,,,,,,,,,
9840,8,WZ0N,Open,Off-Air,,,,38.88330078,-105.93299866,Park,CO,Hartsel,443.575,448.575,,,,,,,103.5,103.5,,,,,,,,,,,,,,,
3947,20,KB0CKE,Open,On-Air,,,,37.98059845,-101.75299835,Hamilton,KS,Syracuse,146.175,146.775,,,,,,,,,,,,,,,,,,,,,,,
244,8,KB0VJJ,Open,On-Air,,,,40.6494,-106.382,Jackson,CO,"Walden, Peterson Ridge",144.56,145.16,,,,,,,88.5,123,,,,,,,,,,,,,,,
256,8,K0RV,Open,On-Air,,,,39.6061,-106.356,Eagle,CO,"Vail, Bald Mountain",146.01,146.61,,,,,,,107.2,,,,,,,,,,,,,,,,
242,8,N0AFO,Open,Off-Air,,,,39.6403,-106.374,Eagle,CO,Vail,223.2,224.8,,,,,,,,,,,,,,,,,,,,,,,
243,8,N0AFO,Open,Off-Air,,,,39.6403,-106.374,Eagle,CO,Vail,444.9,449.9,,,,,,,107.2,107.2,,,,,,,,,,,,,,,
16781,8,N0SZ,Open,On-Air,,,,39.6348,-106.447,Eagle,CO,Vail,440.075,445.075,,,,7,310851,,,,,,,,,,,,,,,,,,
10827,8,N0ZSN,Open,On-Air,,,,39.2508,-106.293,Lake,CO,"Leadville, Quail Mountain",147.84,147.24,,,,,,,156.7,156.7,,,,,,,,,,,,,,,
241,8,KB0VJJ,Open,On-Air,,,,39.6554,-106.457,Eagle,CO,Vail,147.945,147.345,,,,,,,88.5,123,,,,,,,,,,,,,,,
3956,20,N0KOM,Open,On-Air,,,,39.573,-99.986,Norton,KS,"Lenora, K-Link",146.28,146.88,,,,,,,162.2,162.2,,,,,,,49527,,,,,,,,
12643,31,W0FLO,Open,Off-Air,,,,42.72890091,-103.11100006,Dawes,NE,"Chadron, Nebraska National Forest",147.96,147.36,,,,,,,123,123,,,,,,,,,,,,,,,
247,8,W0PHC,Open,On-Air,,,,37.77190018,-104.45600128,Huerfano,CO,"Walsenburg, N Rattlesnake Butte",146.13,146.73,,,,,,,88.5,,,,,,,,,,,,,,,,
245,8,ND0Q,Open,Off-Air,,,,38.04109955,-105.18499756,Custer,CO,"Walsenburg, Deer Peak",222.72,224.32,,,,,,,88.5,,,,,,,,,,,,,,,,
197,8,W0PHC,Open,Off-Air,,,,38.04109955,-105.18499756,Pueblo,CO,Pueblo,442.175,447.175,,,,,,,88.5,,,,,,,,,,,,,,,,
12982,31,KD0AN,Open,On-Air,,,,40.2771,-99.7767,Furnas,NE,Edison,146.145,146.745,,,,,,,,,,,882742,,,,,,,,,,,,
11357,31,W0FLO,Open,On-Air,,,,42.82649994,-102.98999786,Dawes,NE,Chadron,145.62,145.62,,,,,,,100,100,,,,3936,,,,,,,,,,,
17082,31,,Open,On-Air,,,,42.82939911,-103,Dawes,NE,Chadron,446.3,446.3,,,,,,,,,,,,,,,,,,,,,,,
7189,8,KB0TUC,Open,On-Air,,,,38.1347,-105.465,Custer,CO,Westcliffe,147.66,147.06,,,,,,,77,77,,,,,,,,,,,,,,,
248,8,KB0TUC,Open,On-Air,,,,38.1347,-105.465,Custer,CO,Westcliffe,443.15,448.15,,,,,,,103.5,103.5,,,,,,,,,,,,,,,
7192,8,KB0TUC,Open,On-Air,,,,38.1347,-105.465,Custer,CO,Westcliffe,902.775,927.775,,,,,,,,,,,,,,,,,,,,,,116,116
15584,8,K0JSC,Open,On-Air,,,,38.1347,-105.466,Custer,CO,Westcliffe,443.325,448.325,,,,,,,100,100,,,,,,,,,,,,,,,
8218,8,ND0Q,Open,Off-Air,,,,38.1347,-105.466,Pueblo,CO,"Westcliffe, Deer Peak",894.1,919.1,,,,,,,88.5,,,,,,,,,,,,,,,,
3967,20,N0OMC,Open,On-Air,,,,37.93579865,-101.26399994,Kearney,KS,Lakin,146.385,146.985,,,,,,,156.7,156.7,,,,,,,,,,,,,,,
9844,8,KD0QPG,Open,On-Air,,,,38.5347,-105.999,Chaffee,CO,"Salida, Methodist Mountain",441.975,446.975,,,,,,,,,,,,,,,,,,,,KD0QPG (B) Gateway Repeater,,,
12697,8,N0SZ,Open,On-Air,,,,38.53469849,-105.99900055,Chaffee,CO,"Salida, Methodist Mountain",441.8125,446.8125,,,,7,310825,,,,,,,,,,,,,,,,,,
12983,31,N0VL,Open,On-Air,,,,40.78070068,-99.74210358,Dawson,NE,Lexington,146.25,146.85,,,,,,,123,123,,,,,,,,,,,,,,,
184,8,W0LSD,Open,On-Air,,,,38.7129,-106.2,Chaffee,CO,Nathrop,146.145,146.745,,,,,,,100,,,,,,,,,,,,,,,,
4046,20,K0ECT,Open,On-Air,,,,38.164,-100.801,Finney,KS,"Garden City, Tennis",447.5,442.5,,,,,,,141.3,141.3,,,,3885,,,,,,,,,,,
11236,20,N0NM,Open,On-Air,,,,39.26570129,-99.83360291,Graham,KS,"Hill City, K-Link",448.7,443.7,,,,,,,162.2,,,,,,,,46425,,,,,,,,
204,8,KB0VJJ,Open,On-Air,,,,38.4596,-106.011,Chaffee,CO,"Salida, Methodist Mountain",147.885,147.285,,,,,,,88.5,123,,,,,,,,,,,,,,,
203,8,KC0CVU,Open,On-Air,,,,38.4596,-106.011,Chaffee,CO,"Salida, Methodist Mountain",144.695,145.295,,,,,,,107.2,,,,,,,,,,,,,,,,
18425,8,WA6IFI,Open,On-Air,,,,38.44670105,-106.01000214,Chaffee,CO,"Salida, Methodist Mountain",902.025,927.8625,,,,,,,,,,,,,,,,,,,,,,,
13510,8,K0JSC,Open,On-Air,,,,38.4463,-106.011,Chaffee,CO,"Salida, Methodist Mountain",444.975,449.975,,,,,,,100,100,,,363976,7301,,,28368,,,,,,,,
205,8,KC0CVU,Open,On-Air,,,,38.4528,-106.018,Chaffee,CO,"Salida, Methodist Mountain",444.65,449.65,,,,,,,107.2,,,,,,,,,,,,,,,,
3811,8,WZ0N,Open,On-Air,,,,38.4528,-106.018,Chaffee,CO,"Salida, Methodist Mountain",444.925,449.925,,,,,,,103.5,103.5,,,,,,,,,,,,,,,
18345,8,W0PHC,Open,Off-Air,,,,37.77199936,-105.02200317,Huerfano,CO,"Walsenburg, Badito Cone",442.6,447.6,,,,,,,88.5,88.5,,,,,,,,,,,,,,,
237,8,KD0H,Open,On-Air,,,,40.485,-106.831,Routt,CO,Steamboat Springs,147.81,147.21,,,,,,,107.2,107.2,,,,,,,,,,,,,,,
15579,8,KB0VJJ,Open,On-Air,,,,40.48500061,-106.83200073,Routt,CO,Steamboat Springs,147.765,147.165,,,,,,,88.5,123,,,,,,,,,,,,,,,
9770,8,KB0VJJ,Open,On-Air,,,,40.48500061,-106.83200073,Routt,CO,Steamboat Springs,444.625,449.625,,,,,,,123,123,,,,,,,,,,,,,,,
8174,8,KZ0DEM,Open,Other,,,,37.4083,-102.614,Baca,CO,Springfield,147.69,147.09,,,,,,,118.8,118.8,,,,,,,,,,,,,,,
6093,8,KZ0DEM,Open,Off-Air,,,,37.40829849,-102.61399841,Baca,CO,Springfield,147.93,147.33,,,,,,,118.8,118.8,,,97142,7142,,,,,,,,,,,
4588,8,KZ0DEM,Open,On-Air,,,,37.4083,-102.614,Baca,CO,Springfield,444.2,449.2,,,,,,,118.8,118.8,,,97142,7142,,,,,,,,,,,
3792,8,KZ0DEM,Open,Off-Air,,,,37.36999893,-102.85900116,Las Animas,CO,"Pritchett, Tator Butte",146.04,146.64,,,,,,,100,100,,,,,,,,,,,,,,,
10023,20,N0KOM,Open,On-Air,,,,39.66400146,-99.57700348,Phillips,KS,"Logan, KS-DMR",449.475,444.475,,,,1,310597,,,,,,,,,,,,,,,,,,
3959,20,WA0OQA,Open,On-Air,,,,37.9717,-100.873,Finney,KS,Garden City,146.31,146.91,,,,,,,141.3,141.3,,,,,,,48588,,,,,,,,
17522,8,KZ0DEM,Open,Other,,,,37.37469864,-102.4469986,Baca,CO,Vilas,441.7625,446.7625,,,,7,310841,,,,,,,,,,,,,,,,,,
16404,56,KG7OMT,Open,On-Air,,,,42.84999847,-104.61699677,Niobrara,WY,"Lusk, 77 Hill",147.93,147.33,,,,,,,103.5,,,,,,,,,,,,,,,,
18580,8,K0SLV,Open,On-Air,,,,37.58418274,-106.13030243,Rio Grande,CO,Monte Vista,444.625,449.625,,,,,,,94.8,,,,,,,,,,,,,,,,
14200,8,N0KM,Open,On-Air,,,,37.7531,-106.109,Rio Grande,CO,Center,146.04,146.64,,,,,,,77,77,,,,,,,28781,,,,,,,,
16645,8,N0KM,Open,On-Air,,,,37.75,-106.115,Saguache,CO,Center,442.1,447.1,,,,,,,77,,,,,,,,,,,,,,,,
13485,8,N0ZSN,Open,On-Air,,,,37.34069824,-105.02400208,Las Animas,CO,"La Veta, Cordova Pass",444.75,449.75,,,,,,,100,100,,,363976,7301,,,28368,,,,,,,,
168,8,N0JPX,Open,On-Air,,,,37.50500107,-105.00700378,Huerfano,CO,La Veta,144.755,145.355,,,,,,,100,,,,,3974,,,,,,,,,,,
15079,35,W5SF,Open,On-Air,,,,36.90999985,-106.58000183,Rio Arriba,NM,"Chama, Overlook Mtn",147.68,147.08,,,,,,,162.2,,,,,,,,,,,,,,,,
174,35,KF5PFO,Open,On-Air,,,,36.64690018,-105.96700287,Taos,NM,"Tres Piedras, San Antonio Mountain",146.16,146.76,,,,,,,67,,,,,,,,,,,,,,,,
15616,35,NM5EM,Open,Off-Air,,,,36.64699936,-105.96700287,Taos,NM,"Tres Piedras, San Antonio Mtn.",144.575,145.175,,,,,,,141.3,,,,,,,,,,,,,,,,
15618,35,KF5PFO,Open,On-Air,,,,36.75999832,-105.30999756,Taos,NM,"Red River, Valle Vidal",144.65,145.25,,,,,,,123,,,,,,,,,,,,,,,,
63,8,WA0JS,Open,Off-Air,,,,37.8492,-106.926,Mineral,CO,Creede,146.325,146.925,,,,,,,,,,,,,,,,,,,,,,,
11288,35,NM5ML,Open,On-Air,,,,36.59780121,-105.44499969,Taos,NM,"Taos, Ski Valley",147.74,147.14,,,,,,,67,,,,,,,,,,,,,,,,
14923,8,N0PKT,Open,On-Air,,,,37.7933,-107.055,Mineral,CO,"Creede, Bristol Head",444.525,449.525,,,,,,,100,100,,,,,,,43265,,,,,,,,
188,8,N0JSP,Open,On-Air,,,,37.193,-107.1,Archuleta,CO,"Pagosa Springs, Oakbrush Hill",146.01,146.61,,,,,,,123,,,,,,,,,,,,,,,,
15635,35,NM5EM,Open,On-Air,,,,36.57799911,-105.19799805,Colfax,NM,"Eagle Nest, Touch Me Not",147.64,147.04,,,,,,,141.3,,,,,,,,,,,,,,,,
15624,35,NM5SJ,Open,On-Air,,,,36.9336,-106.999,Rio Arriba,NM,Dulce,144.83,145.43,,,,,,,136.5,,,,,,,,,,,,,,,,
8086,8,KD0RDI,Open,On-Air,,,,37.14569855,-104.57099915,Las Animas,CO,"Trinidad, Raton Pass",441.775,446.775,,,,,,,,,,,,,,,,,,,,KD0RDI (B),,,
16739,8,KD0MRC,Open,On-Air,,,,38.50630188,-106.34500122,Chaffee,CO,Maysville,144.725,145.325,,,,,,,100,,,,,,,,,,,,,,,,
8180,8,K0BV,Open,Off-Air,,,,37.16949844,-104.50099945,Las Animas,CO,"Trinidad, Raton Pass",147.975,147.375,,,,,,,100,100,,,,,,,,,,,,,,,
13499,8,KG5JL,Open,On-Air,,,,37.16949844,-104.50099945,Las Animas,CO,"Trinidad, Raton Pass",442.375,447.375,,,,,,,100,,,,,,,,,,,Open ↑,Open ↓,,,,
240,8,KC0CVU,Open,Off-Air,,,,37.16939926,-104.5,Las Animas,CO,"Trinidad, Raton Pass",444.6,449.6,,,,,,,107.2,,,,,,,,,,,,,,,,
6805,35,KD0RDI,Open,On-Air,,,,36.99250031,-104.47399902,Colfax,NM,"Raton, Raton Pass",441.775,446.775,,,,,,,,,,,,,,,,,,,,KD0RDI (B) Repeater,,,
239,8,WA6IFI,Open,On-Air,,,,36.99739838,-104.46700287,Las Animas,CO,"Trinidad, Raton Pass",144.83,145.43,,,,,,,107.2,,,,,,,,,,,,,,,,
16113,35,N5GDR,Open,On-Air,,,,36.50999832,-104.91000366,Colfax,NM,Maxwell,144.61,145.21,,,,,,,110.9,110.9,,,,,,,46298,,,,,,,,
15606,35,KF5PFO,Open,On-Air,,,,36.24700165,-105.65499878,Taos,NM,"Taos, Picuris Peak",51.5,51.5,,,,,,,100,,,,,,,,,,,,,,,,
15605,35,KF5PFO,Open,On-Air,,,,36.24700165,-105.65499878,Taos,NM,"Taos, Picuris Peak",222.8,224.4,,,,,,,225.7,,,,,,,,,,,,,,,,
15612,35,KF5PFO,Open,Off-Air,,,,36.24620056,-105.65399933,Taos,NM,"Taos, Picuris Peak",444.875,449.875,,,,,,,123,,,,,,,,,,,,,,,,
15212,8,KB0YNA,Open,On-Air,,,,38.6125,-106.543,Gunnison,CO,"Gunnison, W Mountain or Tenderfoot Mountain",442.65,447.65,,,,,,,151.4,151.4,,,,,,,,,,,,,,,
15923,35,KD5PX,Open,On-Air,,,,36.19889832,-105.88899994,Rio Arriba,NM,"Dixon, Cerro Abajo",147.78,147.18,,,,,,,100,100,,,,,,,,,,,,,,,
16607,8,KB5ITS,Open,On-Air,,,,38.03,-107.315,Hinsdale,CO,"Lake City, Hill 71",146.535,147.135,,,,,,,123,,,,,,,,,,,,,,,,
15632,35,NM5EM,Open,Off-Air,,,,36.2071991,-106.31900024,Rio Arriba,NM,"Abiquiu, Cerro Pelon",147.64,147.04,,,,,,,141.3,,,,,,,,,,,,,,,,
161,8,K5GF,Open,Other,,,,38.5458,-106.925,Gunnison,CO,Gunnison,444.95,449.95,,,,,,,,,,,,,,,,,,,,,,,
160,8,W0VTL,Open,On-Air,,,,38.5458,-106.925,Gunnison,CO,Gunnison,147.72,147.12,,,,,,,,,,,,,,,,,,,,,,,
209,8,KB5ITS,Open,On-Air,,,,37.79330063,-107.6289978,San Juan,CO,"Silverton, Kendall Mountain",147.975,147.375,,,,,,,156.7,,,,,,,,,,,,,,,,
8177,8,KB5ITS,Open,On-Air,,,,37.115,-107.633,La Plata,CO,"Ignacio, Spring Creek",147.75,147.15,,,,,,,100,,,,,,,,,,,,,,,,
210,8,KB5ITS,Open,On-Air,,,,37.81190109,-107.66400146,San Juan,CO,Silverton,442.525,447.525,,,,,,,127.3,,,,,,,,,,,,,,,,
16605,8,KB5ITS,Open,On-Air,,,,37.8119,-107.665,San Juan,CO,"Silverton, Buffalo Boy",144.725,145.325,,,,,,,127.3,,,,,,,,,,,,,,,,
16624,8,KB5ITS,Open,On-Air,,,,37.8119,-107.665,San Juan,CO,"Silverton, Hazelton",449,444,,,,,,,67,,,,,,,,,,,,,,,,
114,8,KB0VJJ,Open,On-Air,,,,37.35,-107.767,La Plata,CO,"Durango, Missionary Ridge",147.945,147.345,,,,,,,88.5,123,,,,,,,,,,,,,,,
116,8,K0EP,Open,On-Air,,,,37.3828,-107.778,La Plata,CO,"Durango, Missionary Ridge",146.1,146.7,,,,,,,100,100,,,,,,,,,,,,,,,
16782,8,N0SZ,Open,On-Air,,,,37.3669,-107.785,La Plata,CO,"Durango, Missionary Ridge",440.1375,445.1375,,,,7,310854,,,,,,,,,,,,,,,,,,
16604,8,KB5ITS,Open,On-Air,,,,38.02280045,-107.67099762,Ouray,CO,"Ouray, Engineer Mountain",147.87,147.27,,,,,,,127.3,,,,,,,,,,,,,,,,
15644,35,KB5ITS,Open,On-Air,,,,36.8,-107.62,San Juan,NM,"Navajo Dam, Navajo Lake",147.96,147.36,,,,,,,100,,,,,,,,,,,,,,,,
208,8,KB5ITT,Open,On-Air,,,,37.6992,-107.806,San Juan,CO,"Silverton, Engineer Mountain",147.87,147.27,,,,,,,127.3,,,,,,,,,,,,,,,,
115,8,KC5EVE,Open,On-Air,,,,37.2753,-107.879,La Plata,CO,Durango,443.625,448.625,,,,,,,131.8,131.8,,,,,,,,,,,,,,,
11546,8,K0EP,Open,On-Air,,,,37.27529907,-107.87999725,La Plata,CO,Durango,444.85,449.85,,,,,,,100,100,,,,,,,,,,,,,,,
9407,35,KA5BIW,Open,On-Air,,,,35.89199829,-106.28500366,Los Alamos,NM,Los Alamos,222.44,224.04,,,,,,,100,100,,,,,,,,,,,,,,,
15608,35,KA5BIW,Open,On-Air,,,,35.89199829,-106.28500366,Los Alamos,NM,Los Alamos,447,442,,,,,,,100,,,,,,,,,,,,,,,,
5181,35,NM5WR,Open,On-Air,,,,35.88809967,-106.30699921,Los Alamos,NM,Los Alamos,447.425,442.425,,,,,,,,,,,,,,,,,,,,NM5WR (B),,,
16629,35,KC2HSO,Open,On-Air,,,,35.88000107,-106.3030014,Los Alamos,NM,Los Alamos,144.265,144.265,,,,,,,203.5,,,,,8039,,,,,,,,,,,
16602,35,KE8AVN,Open,On-Air,,,,35.88,-106.303,Los Alamos,NM,Los Alamos,447.925,442.925,,,,1,,,,,,,,,,,,,,,,,,,
12228,35,WD9CMS,Open,On-Air,,,,35.88000107,-106.3030014,Los Alamos,NM,Los Alamos,902.9,927.9,,,,,,,,,,,,,,,,,,,,,293,,
11545,8,KB5ITS,Open,On-Air,,,,37.2622,-107.906,La Plata,CO,"Durango, Smelter Mountain",147.735,147.135,,,,,,,100,100,,,,,,,,,,,,,,,
196,35,KB5RX,Open,On-Air,,,,35.88399887,-106.38200378,Los Alamos,NM,"Los Alamos, Pajarito Mountain",222.34,223.94,,,,,,,,,,,,,,,,,,,,,,,
15733,35,NM5BB,Open,On-Air,,,,35.88669968,-106.39499664,Los Alamos,NM,"Los Alamos, Pajarito Mountain",447.225,442.225,,,,7,313505,,,,,,,,,,,,,,,,,,
18232,35,NM5EC,Open,On-Air,,,,35.88669968,-106.39499664,Los Alamos,NM,"Los Alamos, Pajarito Mountain",144.59,145.19,,,,,,,,,,,,,,,,,,,,NM5EC (C) Repeater,,,
118,35,W5SF,Open,On-Air,,,,35.8877,-106.4,Los Alamos,NM,"Los Alamos, Pajarito Mountain",144.59,145.19,,,,,,,,,,,,,,,,,,,,W5SF (C) Repeater,,,
16667,35,NM5SJ,Open,On-Air,,,,36.95,-107.85,San Juan,NM,"Nebo, Cedar Hill",147.66,147.06,,,,,,,100,,,,,,,,,,,,,,,,
17998,8,AD0RM,Open,On-Air,,,,38.18,-107.79,Ouray,CO,"Ridgway, On top of Log Hill",442.8,447.8,,,,1,,,,,,,,,,,,,,,,,,,
11289,35,NM5ML,Open,On-Air,,,,35.98429871,-104.90100098,Mora,NM,"Wagon Mound, Turkey Mountain",147.8,147.2,,,,,,,67,,,,,,,,,,,,,,,,
15621,35,NM5EM,Open,Off-Air,,,,35.984,-104.901,Mora,NM,"Wagon Mound, Turkey Mtn",144.77,145.37,,,,,,,141.3,,,,,,,,,,,,,,,,
15631,35,NM5EM,Open,On-Air,,,,35.78530121,-105.78199768,Santa Fe,NM,"Santa Fe, Tesuque Peak",147.62,147.02,,,,,,,141.3,,,,,,,,,,,,,,,,
155,35,KB5ZQE,Open,On-Air,,,,35.78499985,-105.78099823,Santa Fe,NM,"Santa Fe, Tesuque Peak",447.825,442.825,,,,,,,131.8,,,,,,,,,,,,,,,,
153,35,W5SF,Open,On-Air,,,,35.78499985,-105.78099823,Santa Fe,NM,"Santa Fe, Tesuque Peak",146.22,146.82,,,,,,,162.2,,,,,,,,,,,,,,,,
15615,35,NM5EM,Open,Off-Air,,,,36.02220154,-106.95800018,Sandoval,NM,"Cuba, Eureka Mesa",144.575,145.175,,,,,,,141.3,,,,,,,,,,,,,,,,
15213,8,KB0YNA,Open,On-Air,,,,38.38750076,-107.6740036,Montrose,CO,"Montrose, Waterdog Peak",443.65,448.65,,,,,,,,151.4,,,,,,,,,,,,,,,
69,8,WA4HND,Open,On-Air,,,,38.3875,-107.674,Montrose,CO,"Montrose, Waterdog Peak",442.2,447.2,,,,,,,107.2,107.2,,,,3710,,,,,,,,,,,
113,8,K0EP,Open,On-Air,,,,37.41529846,-108.01200104,La Plata,CO,"Durango, Eagle Pass",146.07,146.67,,,,,,,100,100,,,,,,,,,,,,,,,
15622,35,W5HO,Open,Off-Air,,,,35.86729813,-106.63800049,Santa Fe,NM,La Cueva,144.81,145.41,,,,,,,100,,,,,,,,,,,,,,,,
8169,8,KB0VIU,Open,On-Air,,,,37.3,-108.028,La Plata,CO,Hesperus,144.77,145.37,,,,,,,100,100,,,,,,,,,,,,,,,
11429,35,KF5VBD,Closed,On-Air,,,,36.65,-107.791,San Juan,NM,"Bloomfield, Harris Mesa",1272.3,1292.3,,,,,,,,,,,,,,,,,,,,KF5VBD (A) Gateway Repeater,,,
254,8,KB0YNA,Open,On-Air,,,,37.991,-107.972,San Miguel,CO,"Telluride, Gray Head",444.7,449.7,,,,,,,107.2,107.2,,,,3710,,,,,,,,,,,
74,35,N5BOP,Open,Off-Air,,,,36.76110077,-103.83399963,Union,NM,Des Moines,449.8,444.8,,,,,,,77,,,,,,,,,,,,,,,,
15638,35,NM5EM,Open,On-Air,,,,36.76110077,-103.83399963,Union,NM,"Des Moines, Sierra Grande",147.775,147.175,,,,,,,141.3,,,,,,,,,,,,,,,,
17323,35,,Open,On-Air,,,,35.68700027,-105.93800354,Bernalillo,NM,Santa Fe,144.59,145.19,,,,,,,162.2,,,,,,,,,,,,,,,,
13769,35,W5SF,Open,On-Air,,,,35.687,-105.938,Santa Fe,NM,Santa Fe,144.61,145.21,,,,,,,,,,,,,,,,,,,,W5SF (C) Gateway Repeater,,,
13768,35,W5SF,Open,On-Air,,,,35.68700027,-105.93800354,Santa Fe,NM,Santa Fe,449.575,444.575,,,,,,,,,,,,,,,,,,,,W5SF (B) Gateway Repeater,,,
18015,35,WR7HLN,Open,On-Air,,,,35.67869949,-105.99199677,Bernalillo,NM,Santa Fe,448.15,443.15,,,,1,310992,,,,,,,,,,,,,,,,,,
154,35,W5SF,Open,On-Air,,,,35.6593,-105.945,Santa Fe,NM,"Santa Fe, St Vincent Hospital",147.8,147.2,,,,,,,162.2,,,,,,,,,,,,,,,,
15629,35,KB5ITS,Open,On-Air,,,,36.8222,-107.993,San Juan,NM,"Aztec, Tank Mtn",146.28,146.88,,,,,,,100,,,,,,,,,,,,,,,,
12413,35,N5UBJ,Open,On-Air,,,,36.8222,-107.993,San Juan,NM,Aztec,447.25,442.25,,,,1,313502,,,,,,,,,,,,,,,,,,
18459,8,KB5ITS,Open,On-Air,,,,37.36460114,-108.14800262,Montezuma,CO,"Mancos, Caviness",144.725,145.325,,,,,,,,,,,,,,,,,,,,,,,
15896,8,KB5ITS,Open,On-Air,,,,37.36,-108.15,Montezuma,CO,"Mancos, Caviness Mountain",447.375,442.375,,,,,,,100,,,,,,,,,,,,,,,,
10216,35,K9GAJ,Open,On-Air,,,,35.651,-105.992,Santa Fe,NM,Santa Fe,444.275,449.275,,,,,,,146.2,,,,,3939,,,,,,,,,,,
16280,35,KF5VBE,Closed,On-Air,,,,36.7823,-107.988,San Juan,NM,Aztec,1271.1,1291.1,,,,,,,,,,,,,,,,,,,,KF5VBE (A) Repeater,,,
13566,35,KF5SGT,Open,On-Air,,,,35.64799881,-105.98500061,Santa Fe,NM,Santa Fe,442.775,447.775,,,,,,,100,,,,,7326,,,,,,,,,,,
18465,8,KB5ITS,Open,On-Air,,,,38.41740036,-107.84600067,Montrose,CO,"Montrose, Raspberry",443.825,448.825,,,,,,,100,,,,,,,,,,,,,,,,
