Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Features,Coordination,Last update,Op Status,EchoLink,IRLP,Notes,Nets,Coverage,Downlink Tone,Links,DMR Enabled,Color Code,DMR ID,Wide Network,Affiliate,Web links,Grid,Commands,IPSC Network,Talkgroups,Rocky Mountain Wide,Northern Colorado Regional,Bandwidth,YSF Digital Enabled,DG-ID,Local Network,D-STAR Enabled,Node,Sources,Central Regional,AllStar,Talkgroup Network,Worldwide English,North America,DCI Bridge,Local/Cluster,Colorado,N. Colorado,TAC 310,Mountain Reg USA,Mixed-Mode,WIRES-X,Worldwide,English,Feed,P-25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Wyoming,WyLOCAL,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Southern Colorado,Devilshead Local
446.775,-5,CC,W0DMR,"Fort Collins, Timnath",CO,OPEN,,D,141.9,W,"Rick KT0L Repeater Ft Collins, CO (Limited coverage)",08,10995,40.59379959,-104.9260025,446.775,441.775,,Larimer,,W0DMR - NoCo C-bridge Network,,CCARC,2019-11-27,On-Air,,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,"Fort Collins east side, into Red Feather Lakes area.",,,yes,2,310806,,Brandmeister Network,W0DMR,DN70MO,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",NoCO c Record retrieved from radioid.net,"Open Talkgroup View Assignment TS TG Access Worldwide English 1 91 Full-Time North America 1 93 Full-Time DCI Bridge 1 3100 Full-Time Local/Cluster 2 2 Colorado 2 3108 Full-Time N. Colorado 2 3171 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,BrandMeister US,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC,W0DMR,"Fort Collins, Timnath",CO,OPEN,,D,143.56,WSW,,08,12562,40.54460144,-104.94400024,147.39,147.99,,Larimer,,KT0L - NoCo C-Bridge Network,,CCARC,2019-11-27,On-Air,,,,Tac 310 Net: Sun at 18:00.,"Fort Collins east side, into Red Feather Lakes area.",,,yes,2,310822,,,Documentation,,,NoCO c Record retrieved from radioid.net,"Open Talkgroup View Assignment TS TG Access TAC 310 1 310 DCI Bridge 1 3100 N. Colorado 1 3171 Mountain Reg USA 1 3177 Local/Cluster 2 2 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,,,,1,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,,144.81,W,,08,8251,40.70389938,-105.00900269,448.325,443.325,110.9,Larimer,,,,CCARC,2012-11-16,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,,145.58,WSW,,08,9771,40.00719833,-104.71600342,447.625,442.625,100,Adams,,Intermountain Repeater Group,,,2015-05-23,On-Air,,,,,Local/North Metro,,,,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,Y,147.58,WSW,,08,3621,40.44400024,-104.98899841,448.025,443.025,100,Larimer,,Northern Colorado ARC,,CCARC,2016-03-21,On-Air,,,,,,100,,,,,,,,DN70MK,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,
444.6,5,146.2,WA0VJR,Wallace,KS,OPEN,I,,147.66,SSE,,20,3559,38.91389847,-101.59400177,444.6,449.6,146.2,Wallace,,WA0VJR,,,2019-03-27,On-Air,,3148,Dial 9335 to access K-Link,,US-40 Repeater Coverage Map,,,,,,,,,DM98EV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,,147.69,WSW,,08,8183,40.08470154,-104.81300354,224.96,223.36,CSQ,Weld,,AC0KC,,CCARC,2012-11-12,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,Y,148.32,SSW,,08,17059,39.05419922,-103.48000336,447,442,,Lincoln,,Delbert Noakes (KC0VJD),APRS repeater &amp; I-Gate / Weather station,CCARC,2020-01-26,On-Air,,,,,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,30534,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,,148.33,WSW,Node Offline,08,8739,40.02759933,-104.78900146,447.3,442.3,107.2,Weld,,,,CCARC,2013-01-07,On-Air,405804,3887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,123,K0PCA,Loomis,NE,OPEN,,,148.59,SE,,31,38,40.4783,-99.507,146.895,146.295,123,Phelps,,Region 15 ARES/RACES,E-power.,WB0CMC,2017-05-21,On-Air,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,149.98,W,,08,125,40.57080078,-105.07700348,147.36,147.96,100,Larimer,,CO State Univ ARC,Closed autopatch.,CCARC,2017-03-11,On-Air,,,,,Map,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,150.13,W,,08,124,40.58530045,-105.08399963,449.85,444.85,100,Larimer,,CO State Univ ARC,Closed autopatch.,CCARC,2012-11-16,On-Air,,,,,Map,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,150.13,W,,08,3592,40.58530045,-105.08399963,927.95,902.95,100,Larimer,,,,CCARC,2019-09-01,On-Air,,,,,Northern Front Range,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,D,150.7,W,,08,18416,40.57759857,-105.09300232,446.7625,441.7625,,Larimer,,RMHAM,,,2020-02-10,On-Air,,,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,,,,yes,8,,,CSUARC,https://www.rmham.org/wordpress/dmr-radio-site-information/,,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,D,150.7,W,,08,18417,40.57759857,-105.09300232,446.7625,441.7625,,Larimer,,RMHAM,,,2020-02-10,On-Air,,,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,,,,yes,8,,,CSUARC,https://www.rmham.org/wordpress/dmr-radio-site-information/,,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,S,150.7,W,,08,8901,40.57770157,-105.09300232,446.8125,441.8125,,Larimer,,W0QEY CSU,D-Star Gateway,CCARC,2017-05-31,On-Air,,,Free Star,,Fort Collins Local Area,,,,,,,,,DN70KN,,,,,,,,,,yes,W0QEY (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,,151.24,WSW,,08,8194,40.49599838,-105.07900238,447.725,442.725,131.8,Larimer,,W7RF,,CCARC,2018-05-13,On-Air,,,,,,,,,,,,,,DN70LL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,103.5,KC0VJD,Firstview,CO,OPEN,W,Y,152.24,S,,08,17703,38.79579926,-102.54799652,447.6,442.6,,Cheyenne,,Delbert Noakes (KC0VJD),"APRS Digireater &amp; iGate, Weather Station",CCARC,2019-04-24,On-Air,,,,,"US-40, US-287, US-385, CO-94, CO-96 Kit Carson, Cheyenne Wells, Firstview, Eads, Aroya, Sheridan Lake",,,,,,,,,DM88RT,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,35710,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,,152.76,WSW,,08,181,40.39780045,-105.0739975,449.575,444.575,100,Larimer,,Loveland Rptr Assoc,"Closed autopatch, e-power.",CCARC,2018-02-24,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,,154.4,WSW,,08,3620,40.51530075,-105.14700317,1283.55,1263.55,100,Larimer,,K1TJ Repeater System,,CCARC,2013-01-01,On-Air,,,,,Northern Colorado Front Range,,,,,,,,http://www.k1tj.com/,DN70KM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,,154.4,WSW,ON - IDLE,08,276,40.5153,-105.147,447.45,442.45,123,Larimer,,,,CCARC,2016-02-01,On-Air,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,N0AOL,Fort Collins,CO,OPEN,,D,154.4,WSW,,08,8505,40.51530075,-105.14700317,446.7375,441.7375,,Larimer,,N0AOL - NoCo C-Bridge Network,DMR-MARC World Wide Network,CCARC,2019-11-27,On-Air,,,Repeater ID: 310803,"DMR World Wide Net: Sat at 10:00. TS 1 Group Call 1 http://www.dmr-marc.net/ Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",Wide area: North Front Range.,,,yes,2,310803,,,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,DN70KM,,NoCo c Record retrieved from radioid.net,"Open Talkgroup View Assignment TS TG Access Worldwide 1 1 North America 1 3 English 1 13 TAC 310 1 310 Local/Cluster 2 2 N. Colorado 2 3171 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,,,1,,2,,2,1,,,,1,1,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,,154.45,W,,56,20,41.15250015,-105.22100067,448.15,443.15,100,Laramie,,KB7SWR,,WRCG,2017-01-04,Off-Air,,,,,,,"Full-time to 145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,DN71JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,WE0FUN,"Denver, Green Valley Ranch",CO,OPEN,EA,,154.48,WSW,Node Offline,08,9765,39.79669952,-104.7480011,448.15,443.15,141.3,Denver,,K0GUR,E-power (batt). 2 meter and 70cm channel steerable remote bases.,CCARC,2019-08-22,On-Air,24340,,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list. The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,Small coverage of the East Denver area SW of DIA. Repeater Coverage Map,141.3,Full-time to the The Fun Machine System .,,,,,,k0jsc.com,DM79pt,,,,,,,,,,,,,,29436,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,
146.88,-0.6,162.2,N0KOM,"Lenora, K-Link",KS,OPEN,A,,154.86,SE,,20,3956,39.573,-99.986,146.88,146.28,162.2,Norton,,N0KOM,"e-power, K-Link.",Kansas Repeater Council,2019-03-26,On-Air,,,,Sat @ 21:00 local,Click for coverage map. 50 mi radius.,162.2,Full-time to the K-Link System .,,,,,,K-Link Repeater Network,,,,,,,,,,,,,,,49527,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,,155.32,WSW,,08,179,40.39849854,-105.125,147.195,147.795,100,Larimer,,Loveland Repeater Assoc,"Closed autopatch, e-power.",CCARC,2016-08-18,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,,155.33,SW,,08,12167,39.22669983,-104.08999634,147.105,147.705,107.2,Elbert,,ARES of Douglas and Elbert Counties,Linked to CRA 448.425 - WestCreek,CCARC,2020-02-11,On-Air,,,,,"I-70, E. Arapahoe, Elbert, Lincoln Counties 40 mi radius.",107.2,"Full-time to 448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,Colorado Repeater Association,http://www.w0cra.org/,DM79WF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,D,155.68,W,,08,8715,40.53879929,-105.17900085,446.75,441.75,,Larimer,,Rocky Mountain Ham Radio,,CCARC,2019-12-09,Off-Air,,,See website for complete info on color codes/time slot assignment.,,,,Full-time to the Colorado TRBO System .,yes,7,310814,,,http://www.rmham.org,,,RMHR c Record retrieved from radioid.net,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Northern Colorado Regional 2 721 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC,KB0VGD,"Fort Collins, Horsetooth Mountain",CO,OPEN,,D,155.68,W,,08,14274,40.5388,-105.179,145.265,144.665,,Larimer,,W0DMR - NoCo C-bridge Network,,CCARC,2017-01-11,On-Air,,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,Northern Colorado Front Range Wide Area coverage.,,,yes,2,,,Brandmeister Network,http://www.w0dmr.org/,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,"Open Talkgroup View Assignment TS TG Access Worldwide English 1 91 Full-Time North America 1 93 Full-Time DCI Bridge 1 3100 Full-Time Local/Cluster 2 2 Colorado 2 3108 Full-Time N. Colorado 2 3171 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,BrandMeister US,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,,156.54,W,ON - IDLE,08,123,40.53969955,-105.19599915,145.115,144.515,100,Larimer,,Northern Colorado ARC,7,CCARC,2016-10-25,On-Air,4236,,,,Wide area.,100,,,,,,,,DN70JM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,156.54,W,,08,275,40.53969955,-105.19599915,224.52,222.92,100,Larimer,,Northern Colorado ARC,E-power.,CCARC,2018-03-21,Off-Air,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,156.54,W,,08,126,40.5397,-105.196,447.275,442.275,100,Larimer,,Northern Colorado ARC,"Closed autopatch, e-power.",CCARC,2018-07-23,On-Air,,,,,Wide area.,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,,WA7SNU,Wheatland,WY,OPEN,,,157.36,WNW,,56,47,42.0544014,-104.95200348,146.88,146.28,,Platte,,GPARA,,,2019-02-21,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.68,-1.6,,AE7AF,Wheatland,WY,OPEN,,,157.4,WNW,,56,15538,42.0544014,-104.95300293,224.68,223.08,,Platte,,,,,2017-10-12,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,,,157.4,WNW,,56,16476,42.0544,-104.953,449.625,444.625,151.4,Platte,,,,,2017-10-12,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7375,-25.7,100,KI0HC,Parker,CO,OPEN,,,157.46,SW,,08,14732,39.53910065,-104.56900024,927.7375,902.025,100,Douglas,,,,CCARC,2020-01-01,On-Air,,,,,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",100,Full-time to the The 900 P25 Network System .,,,,,,,DM79RM,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,yes,293,yes,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,,159.32,WSW,ON - IDLE,08,176,40.16719818,-105.10099792,448.525,443.525,151.4,Boulder,,N0EPA,,CCARC,2019-06-19,On-Air,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,,159.32,WSW,,08,175,40.16719818,-105.10099792,147.27,147.87,100,Boulder,,Longmont ARC (LARC),"Closed autopatch, e-power, EchoLink.",CCARC,2017-03-11,On-Air,,,,,Wide area: Northern Colorado.,100,"Linkable to 448.80000 (W0ENO) at Longmont, CO .",,,,,,http://w0eno.org/?q=node/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,,159.32,WSW,,08,177,40.16719818,-105.10099792,448.8,443.8,88.5,Boulder,,Longmont ARC,30,CCARC,2017-03-11,On-Air,,,,LARC: Sun at 20:00.,,88.5,"Linkable to 147.27000 (W0ENO) at Longmont, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,,160.72,WSW,,08,92,39.72940063,-104.83100128,448.5,443.5,100,Denver,,Castle Rock Repeater Group,E-power.,CCARC,2017-03-11,On-Air,,,,,Greater Denver area.,,"Full-time to 145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,,160.76,WSW,,08,8202,39.72940063,-104.83200073,448.4,443.4,94.8,Arapahoe,,,,CCARC,2012-11-12,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,,160.76,WSW,,08,8199,39.72940063,-104.83200073,448.275,443.275,156.7,Arapahoe,,W0BG,,CCARC,2013-01-05,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,Aurora,CO,OPEN,,,160.76,WSW,,08,8743,39.72940063,-104.83200073,449.95,444.95,77,Arapahoe,,W9SL Owner,,CCARC,2019-08-23,On-Air,,,,,Primarily to the North along I-25 corridor,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,Y,160.76,WSW,,08,16032,39.72940063,-104.83200073,448.825,443.825,,Arapahoe,,,,,2017-12-13,On-Air,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,30584,,,,,,,,,,,,,,,,,,,
147.36,0.6,225.7,WM0L,Ainsworth,NE,OPEN,I,,160.83,NE,,31,4,42.492,-99.8827,147.36,147.96,225.7,Brown,,WM0L,WX radio with alerts.,,2014-04-17,On-Air,,3142,100,Nebraska IRLP Net Sunday night at 8:30 pm local time on 9875 reflector,Coverage not as good to the South. 30 mi radius.,225.7,Full-time to the Nebraska Hub System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,S,161.06,WSW,,08,8207,39.69670105,-104.80999756,449.15,444.15,,Arapahoe,,Colorado Amateur Repeater Network (CARN),,CCARC,2012-11-12,On-Air,,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,,161.56,SW,ON - IDLE,08,8741,39.62799835,-104.75800323,145.19,144.59,151.4,Arapahoe,,N0OBA,Autopatch (please contact trustee).,,2018-02-01,On-Air,10079,,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott","""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)","Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",131.8,,,,,,,,DM79OP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,,161.69,SW,,08,5,39.6072998,-104.74099731,145.4,144.8,100,Arapahoe,,Castle Rock Repeater Group,"Autopatch, e-power.",CCARC,2019-03-09,On-Air,,,,,Greater Denver area.,,"Full-time to 448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,162.16,W,,08,5853,40.6111,-105.324,447.7,442.7,100,Larimer,,Northern Colorado Amateur Radio Club,,,2014-09-02,On-Air,,,,,Wide Area Coverage,100,"Linkable to 146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO . Linkable to 146.85000 (W0UPS) at Greeley, UNC, CO . Full-time to 224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,http://ncarc.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,,162.2,WSW,,08,185,39.88560104,-104.98699951,147.045,147.645,123,Adams,,Northglenn RA,E-power.,CCARC,2017-04-10,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
