Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,On-air,Sponsor,Coordination,Last update,Op Status,EchoLink,IRLP,Web links,Coverage,Commands,DMR Enabled,Color Code,Wide Network,Notes,Bandwidth,Grid,Links,Nets,DMR ID,IPSC Network,Features,YSF Digital Enabled,DG-ID,WIRES-X,Affiliate,Mixed-Mode,AllStar,D-STAR Enabled,Node,Sources,Feed,Talkgroup Network,Talkgroups,Worldwide,North America,English,TAC 310,DCI Bridge,Texas,COMM 1,Local/Cluster,Texas/Oklahoma Regional USA,Rocky Mountain Wide,Southern Colorado,Central Regional,Amarillo WIRES-X,TAC 311,Colorado,Colorado Chat,NORCAL 1,NORCAL 5150,Local or Reflector,UserActivated 1,UserActivated 2,CAL 1,Southwest USA,Hytera USA,Parrott,Audio Test,Eastern Colorado,P-25 Digital Enabled,NAC,Default Reflector,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Location Photo,Northern Colorado Regional,Local Network,Devilshead Local
146.73,-0.6,203.5,W5GPR,"Woodward, airport",OK,OPEN,,,183.87,SE,,40,4578,36.4345,-99.5161,146.73,146.13,203.5,,Woodward,Unknown,Great Plains Amateur Radio Club (GPARC),ORSI,2010-09-11,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,,184.32,NW,,08,8214,38.9797,-105.357,449.7,444.7,107.2,,Park,Unknown,CMRG,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,,186.29,WSW,ON - IDLE,35,172,36.2469,-105.654,147.12,147.72,67,,Taos,,Taos Amateur Radio Club,NMFCC,2017-02-24,On-Air,828279,,http://taosarc.org/,Wide area.,,,,,,,,,,,,E-power.,,,,ARRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,,186.32,WSW,,35,15612,36.2462,-105.654,449.875,444.875,123,,Taos,,Taos ARC,NMFCC,2018-05-21,Off-Air,,,,,,,,,,,,,,,,"Linked to 147.34, E-Power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,,186.34,WSW,,35,15606,36.247,-105.655,51.5,51.5,100,,Taos,,Taos ARC,,2017-08-27,On-Air,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,,186.34,WSW,,35,15605,36.247,-105.655,224.4,222.8,225.7,,Taos,,Taos ARC,NMFCC,2017-07-06,On-Air,,,http://taosarc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9,-5,,K0PRA,Parker,CO,OPEN,W,Y,186.42,NW,,08,18248,39.51860046,-104.76100159,446.9,441.9,,,Arapahoe,,Parker Radio Association,,2019-11-03,On-Air,,,https://www.parkerradio.org,Small coverage area in Parker,,,,,,,,,Monday nights 8pm mountain,,,Linked to the Colorado Mega digital system,yes,Open ↑ / Open ↓,40895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.05,-5,CC,N0KEG,Parker,CO,OPEN,,D,186.42,NW,,08,17696,39.5186,-104.761,448.05,443.05,,,Douglas,Unknown,,,2019-03-20,,,,,,,yes,1,BrandMeister,,,,,,310374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brandmeister,
446.925,-5,CC,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,D,186.57,NW,,08,7193,39.2648,-105.114,446.925,441.925,,,Douglas,,,CCARC,2018-12-23,On-Air,,,Rocky Mountain Ham Radio,,,yes,8,,See the website for programming info.,,,Full-time to the Colorado TRBO System .,,310817,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Southern Colorado 1 719 Devilshead Local 2 711 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,,186.57,NW,,08,8190,39.2648,-105.114,447.525,442.525,146.2,146.2,Douglas,,EmComm Colorado,CCARC,2015-06-17,On-Air,,,,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,,,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,,,,,,,,,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.275,5,127.3,KE5NCA,Clarendon,TX,OPEN,,,187.5,SSE,,48,8917,35.0764,-100.893,444.275,449.275,127.3,,Donley,,,,2013-04-29,On-Air,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,,187.69,NW,,08,8189,39.4942,-104.836,447.525,442.525,203.5,146.2,Douglas,,EmComm Colorado,CCARC,2017-03-11,On-Air,,,,"Denver metropolitan area, front range foothills",,,,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,,,,,,,,,,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.425,5,,N5LTZ,Black,TX,CLOSED,,,188.34,S,,48,1512,34.6826,-102.609,444.425,449.425,,,Parmer,Unknown,,TVHFS,2018-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,,189.64,NW,,08,274,39.558,-104.794,448.7,443.7,146.2,,Douglas,,,,2018-09-07,On-Air,,,,Local North Parker only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,88.5,N5LTZ,Wayside,TX,OPEN,,,190.29,SSE,,48,1549,34.7928,-101.547,444.575,449.575,88.5,,Armstrong,,,TVHFS,2013-04-13,On-Air,,,Caprock Intertie,,,,,,,,,,,,,Linked,,,,Caprock Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.2,5,88.5,N5DFQ,Woodward,OK,OPEN,,,190.37,SE,,40,4579,36.4336,-99.3904,442.2,447.2,88.5,,Woodward,,DBARC,ORSI,2016-11-02,Off-Air,,,,,,,,,,,,,,,,"Linked, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.05,5,103.5,W5ALZ,Woodward,OK,OPEN,,,190.38,SE,,40,4356,36.434,-99.39,442.05,447.05,103.5,,Woodward,,GBARG,ORSI,2016-11-19,On-Air,,,http://kanoklaintertiesystem.org/,,,,,,,,,Full-time to the Kan-Okla Intertie System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,,190.55,NW,,08,5,39.6073,-104.741,145.4,144.8,100,,Arapahoe,,Castle Rock Repeater Group,CCARC,2019-03-09,On-Air,,,,Greater Denver area.,,,,,,,,"Full-time to 448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,,191.3,W,,35,175,36.8597,-106.018,147.22,147.82,100,,Rio Arriba,,New Mexico Mega Link Assoc,NMFCC,2017-01-23,On-Air,,,,Wide area.,,,,,,,,Full-time to the Mega-Link System .,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,,191.35,W,,35,19,36.8594,-106.019,146.76,146.16,67,,Rio Arriba,,Taos ARC,,2016-04-30,On-Air,,,,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.45,-0.6,,KB5WEZ,Las Vegas,NM,OPEN,,,191.6,SW,,35,113,35.5939,-105.223,145.45,144.85,,,San Miguel,,KB5WEZ,NMFCC,2017-08-22,Off-Air,,,,Wide area.,,,,,,,,,,,,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,,192.23,NW,ON - IDLE,08,8741,39.628,-104.758,145.19,144.59,151.4,131.8,Arapahoe,,N0OBA,,2018-02-01,On-Air,10079,,,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",,,,,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott",,,,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,,Autopatch (please contact trustee).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,,192.29,WSW,,35,174,36.6469,-105.967,146.76,146.16,67,,Taos,,Taos ARC,,2016-08-20,On-Air,,,,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,,192.29,WSW,,35,15616,36.647,-105.967,145.175,144.575,141.3,,Taos,,NMEMA ARC,NMFCC,2017-01-16,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,,192.85,W,,08,14200,37.7531,-106.109,146.64,146.04,77,77,Rio Grande,,,,2016-12-25,On-Air,,,,Low level local coverage,,,,,,,,,,,,,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,88.5,KB0VJJ,Akron,CO,OPEN,,,192.9,N,,08,2,40.1606,-103.214,145.4,144.8,88.5,123,Washington,,Colorado Connection,CCARC,2018-11-02,On-Air,,,,Northeastern plains of Colorado.,,,,,Part of the Colorado Connection system of repeaters,,,Full-time to the Colorado Connection System .,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC,W0FT,Akron,CO,OPEN,,D,192.9,N,,08,16784,40.1605,-103.214,448.175,443.175,,,Morgan,,W0FT,CCARC,2018-02-01,On-Air,,,http://www.rmham.org/,,,yes,7,,,,,,,310833,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,156.7,KB0VFV,Haviland,KS,OPEN,,,192.95,ESE,,20,6211,37.614,-99.103,444.125,449.125,156.7,156.7,Kiowa,,N0FEK,Kansas Repeater Council,2019-05-17,On-Air,,,http://kanoklaintertiesystem.org/,,,,,,,,,Full-time to the Kan-Okla Intertie System .,,,,Closed autopatch.,,,,"Kan-Okla, Stateline Skywarn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,94.8,K0SLV,Monte Vista,CO,OPEN,,,193.14,W,,08,18580,37.58418274,-106.13030243,449.625,444.625,94.8,,Rio Grande,,S.A.R.A.,,2020-03-11,On-Air,,,http://K0SLV.COM,,,,,,,,,,,,,Emergency Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,,193.15,W,,08,16645,37.75,-106.115,447.1,442.1,77,,Saguache,,,,2017-12-13,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.315,0.6,CC,N0KEG,Centennial,CO,OPEN,,DS,193.66,NW,,08,17676,39.5807,-104.877,147.315,147.915,,,Arapahoe,Unknown,N0KEG,,2019-03-21,,,,https://www.parkerradio.org,"Southeast metro Denver area. Parker, Centennial, SE Aurora, Elizabeth, Franktown, Castle Rock.",,yes,1,,,,,,Monday 8pm. Colorado Link Digital Net. Repeater is used in DSTAR mode for this net.,,,,,,,Parker Radio Association,,,yes,N0KEG (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,,193.88,NW,,08,170,39.0489,-105.512,147.36,147.96,107.2,107.2,Park,,,CCARC,2018-01-15,On-Air,,3854,CMRG Repeaters,Wide area.,,,,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,,193.94,NW,,08,169,39.0494,-105.513,146.685,146.085,107.2,107.2,Park,,Mountain ARC (MARC),CCARC,2016-11-17,On-Air,,,,,Autopatch: 911,,,,,,,"Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",MARC/PCRC: Tue at 19:30.,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.315,0.6,,K5GUD,Sharon,OK,OPEN,,S,197.32,SE,,40,4538,36.276,-99.3379,147.315,147.915,,,Woodward,Unknown,K5GUD,ORSI,2012-09-03,,,,,,,,,,,,,,,,,,,,,,,,yes,K5GUD (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,S,197.68,NW,,08,8207,39.6967,-104.81,449.15,444.15,,,Arapahoe,,Colorado Amateur Repeater Network (CARN),CCARC,2012-11-12,On-Air,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,103.5,K5GSM,Woodward,OK,OPEN,,,197.89,SE,,40,4537,36.27,-99.33,147,147.6,103.5,CSQ,Woodward,,K5GSM/WX5OKC,ORSI,2019-07-16,On-Air,,,K5GSM Link,NW Oklahoma/Woodward area,,,,,May be linked to NWS during severe weather or other events.,,EM06,,,,,Linked,,,,Western Oklahoma SKYWARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,88.5,K5GUD,Sharon,OK,OPEN,,,197.89,SE,,40,4536,36.27,-99.33,146.625,146.025,88.5,,Woodward,,K5GUD,ORSI,2017-07-23,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,88.5,N5WO,Sharon,OK,OPEN,,,197.89,SE,,40,4539,36.27,-99.33,147.36,147.96,88.5,,Woodward,Unknown,WX Watch,ORSI,2008-07-25,,,,,,,,,,,,,,,,,WX.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.7,5,162.2,N0NM,"Hill City, K-Link",KS,OPEN,A,,197.92,NE,,20,11236,39.2657,-99.8336,443.7,448.7,162.2,,Graham,,"N0NM, N0KOM",Kansas Repeater Council,2019-05-06,On-Air,,,K-Link Repeater Network,Click for coverage map. 45 mi radius.,,,,,Use PL 131.8 for WesKan Intertie Use PL 162.2 for K-Link,,,Linkable to the K-Link System . Linkable to the Western Kansas Intertie System .,,,,E-power.,,,,Western Kansas Inter-Tie K-Link Repeater Network,,46425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.7,5,110.9,KW5KW,"Dimmitt, White house on east side of road",TX,OPEN,W,,198.16,S,,48,17812,34.5509,-102.312,444.7,449.7,110.9,110.9,Castro,,,,2019-05-07,On-Air,,,,Castro County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8625,-25.8,,WA6IFI,"Salida, Methodist Mountain",CO,OPEN,,,198.5,WNW,,08,18425,38.44670105,-106.01000214,927.8625,902.025,,,Chaffee,,CMRG,CCARC,2020-01-01,On-Air,,,,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,,,,,,Full-time to the The 900 P25 Network System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,,198.54,WNW,ON - IDLE,08,13510,38.4463,-106.011,449.975,444.975,100,100,Chaffee,,,CCARC,2017-03-11,On-Air,363976,7301,K0JSC.COM,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,,,,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,,DM68xk,Full-time to the The Fun Machine System .,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,,,2,,,,,,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,162.2,W5SF,"Las Vegas, Elk Mountain",NM,OPEN,,,198.62,SW,,35,115,35.7667,-105.553,147.3,147.9,162.2,,San Miguel,,Santa Fe ARC,NMFCC,2017-07-06,On-Air,,,SFARC Repeaters,Wide area.,,,,,,,,,,,,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,67,NM5ML,"Pecos, Elk Mountain",NM,OPEN,,,198.64,SW,,35,145,35.7672,-105.554,147.26,147.86,67,,San Miguel,,,NMFCC,2018-01-07,On-Air,,,,Wide area.,,,,,,,,Full-time to the Mega-Link System .,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,,198.67,NW,,08,80,39.5042,-105.128,146.88,146.28,100,,Jefferson,,Denver Radio League,CCARC,2018-05-21,On-Air,,,DRL Repeaters,Wide Area,,,,,6,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,Y,198.67,NW,Node Offline,08,273,39.5042,-105.128,449.6,444.6,100,,Jefferson,,Denver Radio League,CCARC,2014-03-04,On-Air,690473,3345,DRL Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,,198.86,WNW,,08,204,38.4596,-106.011,147.285,147.885,88.5,123,Chaffee,,Colorado Connection,CCARC,2016-05-23,On-Air,,,,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",,,,,,,,Full-time to the Colorado Connection System .,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES Net: Sun at 20:00.,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,198.86,WNW,,08,203,38.4596,-106.011,145.295,144.695,107.2,,Chaffee,,Cheyenne Mtn Repeater Group,CCARC,2019-08-15,On-Air,,,CMRG Repeaters,Wide area.,,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,199.05,WNW,,08,205,38.4528,-106.018,449.65,444.65,107.2,,Chaffee,,,CCARC,2018-01-15,On-Air,,,CMRG Repeaters,Wide area.,,,,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,,199.05,WNW,,08,3811,38.4528,-106.018,449.925,444.925,103.5,103.5,Chaffee,,,CCARC,2013-07-05,On-Air,,,,"Upper Arkansas and Platte Rivers, and the SLV",,,,,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,,,,,,E-power (Bat),,,,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.375,5,100,WA5IHL,"Las Vegas, Mesa Apache",NM,CLOSED,,,199.36,SW,,35,117,35.404,-105.193,444.375,449.375,100,,San Miguel,,JPARA,NMFCC,2017-08-22,On-Air,,,,Wide area.,,,,,,,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,,199.52,WSW,,35,15923,36.1989,-105.889,147.18,147.78,100,100,Rio Arriba,,,NMFCC,2018-04-13,On-Air,,,,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,,,,DM76BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,,199.63,NW,,08,60,39.4703,-105.198,447.5,442.5,88.5,88.5,Jefferson,,Aurora Repeater Association,CCARC,2014-04-28,On-Air,,,,Wide area.,,,,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.275,5,,K5GUD,Mooreland,OK,OPEN,,S,199.96,SE,,40,4458,36.4351,-99.2048,444.275,449.275,,,Woodward,Unknown,K5GUD,ORSI,2012-09-03,,,,,,,,,,,,,,,,,,,,,,,,yes,K5GUD (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
